cacode,school,school type,Price Lists
6041883,Lammersville Elementary School,Elementary School
6052948,Las Palmas Elementary School ,Elementary School
6041917,Lincoln Elementary,Elementary School
6042345,Lincoln Elementary,High School
6041917,Lincoln Elementary School  ,Elementary School
6041974,Linden Elementary,Elementary School
"",Linden High School,High School
6049605,Live Oak Elementary,Elementary School
69765,Live Oak School District,Elementary School
0127613,Lucas Elementary School   ,Elementary School
0127613,Lucas Elementary School   ,Elementary School
"",Luv 2 Dance,Sports (not affiliated with schools)
"",Luv 2 Dance,Sports (not affiliated with schools)
6095210,Mable Barron Elementary School ,Elementary School
 6100390,Magnolia Elementary,Elementary School
6046965,Manuel De Vargas Elementary  School,Elementary School
6052773,Marshall Elementary School ,Elementary School
6052773,Marshall Elementary School ,Elementary School
"",Martone Baseball,Sports (not affiliated with schools)
6107023,Martone Elementary School ,Elementary School
6107023,Martone Elementary School ,Elementary School
0113803,Mary Ann Sanders Elementary School ,Elementary School
6025589,McSwain Elementary Grades 6-8,Elementary School
6025589,McSwain Elementary Grades 6-8,Elementary School
6025589,McSwain Elementary Grades 6-8,Elementary School
6025589,McSwain Elementary Grades 6-8,Elementary School
6025589,McSwain Elementary Grades K-5,Elementary School
6025589,McSwain Elementary Grades K-5,Elementary School
6025589,McSwain Elementary Grades K-5,Elementary School
6025589,McSwain Elementary Grades K-5,Elementary School
6025472,Merquin Elementary School,Elementary School
0118810,Mesa Verde Elementary School ,Elementary School
0118810,Mesa Verde Elementary School ,Elementary School
40717,Modesto City Schools,Elementary School
"",Modesto Girls Softball League,Sports (not affiliated with schools)
"",Modesto Youth Soccer  ,Sports (not affiliated with schools)
6003404,Mokelumne Hill Elementary School  ,Elementary School
6003404,Mokelumne Hill Elementary School  ,Elementary School
6042840,Monte Vista Middle,Middle School
6941546,Mother Lode Christian School   ,Elementary School
6941546,Mother Lode Christian School   ,Elementary School
"",Mountain Oaks School (Ion) ,Elementary School
"",Mountain Oaks School (San Andreas),Elementary School
"",Mountain Oaks Tuolumne (Sonora)  ,Elementary School
6104533,Neil Hafley Elementary  ,Elementary School
6104533,Neil Hafley Elementary  ,Elementary School
6104533,Neil Hafley Elementary  ,Elementary School
6042428,New Hope Elementary School ,Elementary School
6042428,New Hope Elementary School ,Elementary School
6052955,Northmead Elementary School  ,Elementary School
6111009,Orchard Elementary School   ,Elementary School
6052781,Orville Wright Elementary School  ,Elementary School
6983837,Our Lady Of Fatima School ,Elementary School
6983837,Our Lady Of Fatima School ,Elementary School
0129106,Patricia Kay Beaver Elementary  ,Elementary School
5030127,Patterson High School,High School
5030127,Patterson High School,High School
5030127,Patterson High School,High School
5030127,Patterson High School,High School
5030127,Patterson High School,High School
5030143,Patterson Preschools,Elementary School
"",Patterson Tigers Baseball,Sports (not affiliated with schools)
6111991,Pioneer Elementary,Elementary School
6111991,Pioneer Elementary,Elementary School
6111991,Pioneer Elementary,Elementary School
0116608,Podesta Ranch Elementary,Elementary School
6108997,Poet-Christian (Gladys) Elementary ,Elementary School
"",Powerhouse Dance,Sports (not affiliated with schools)
6067250,Prescott Junior High School  ,Middle School
6067250,Prescott Junior High School  ,Middle School
6067250,Prescott Junior High School  ,Middle School
6067250,Prescott Junior High School  ,Middle School
0121798,Primary Years Academy,Elementary School
6003420,Rail Road Flat Elementary School ,Elementary School
6003420,Rail Road Flat Elementary School ,Elementary School
"",Red Shield Baseball ,Sports (not affiliated with schools)
6042485,Ripona Elementary  ,Elementary School
6042485,Ripona Elementary  ,Elementary School
6042485,Ripona Elementary  ,Elementary School
0131037,Rising Sun Farm & Garden,High School
0131037,Rising Sun Farm & Garden  ,Elementary School
0127134,River Islands Technology Academy ,Elementary School
0127134,River Islands Technology Academy ,Elementary School
5036850,Riverbank High School   ,High School
5036850,Riverbank High School   ,High School
5036850,Riverbank High School   ,High School
6052807,Roosevelt Junior High School ,Middle School
6052807,Roosevelt Junior High School ,Middle School
6052807,Roosevelt Junior High School ,Middle School
6052807,Roosevelt Junior High School ,Middle School
"",Rose Ave Baseball,Sports (not affiliated with schools)
"",Ross Middle School  ,Middle School
"",Ross Middle School  ,Middle School
"",Salida Little League,Sports (not affiliated with schools)
"",Salida Youth Basketball,Sports (not affiliated with schools)
6112338,Sam Vaughn Elementary School ,Elementary School
6112338,Sam Vaughn Elementary School ,Elementary School
6112338,Sam Vaughn Elementary School ,Elementary School
6003438,San Andreas Elementary School ,Elementary School
6003438,San Andreas Elementary School ,Elementary School
3537008,San Benito High School  ,High School
3537008,San Benito High School  ,High School
3537008,San Benito High School  ,High School
3537008,San Benito High School  ,High School
3537008,San Benito High School  ,High School
6054852,Science Academy Elementary  ,Elementary School
6052823,Shackelford Elementary School ,Elementary School
6053086,Sherwood Elementary ,Elementary School
6053045,Shiloh Elementary School ,Elementary School
6053045,Shiloh Elementary School ,Elementary School
6113559,Shoreline Middle School ,Middle School
6113559,Shoreline Middle School ,Middle School
"",Sierra High School ,High School
"",Sierra High School ,High School
"",Sierra High School ,High School
"",Sierra High School ,High School
6041925,Sierra Middle School ,Middle School
0107979,Sierra View Elementary,Elementary School
6098180,Sipherd Elementary School ,Elementary School
6093512,Sonoma Elementary School ,Elementary School
6093512,Sonoma Elementary School ,Elementary School
6054910,Sonora Elementary School ,Elementary School
6054910,Sonora Elementary School ,Elementary School
6054910,Sonora Elementary School ,Elementary School
6054910,Sonora Elementary School ,Elementary School
5530134,Sonora High School,High School
5530134,Sonora High School,High School
5530134,Sonora High School,High School
5530134,Sonora High School,High School
5530134,Sonora High School,High School
6053102,Standiford Elementary,Elementary School
 6053078,Stanislaus Elementary,Elementary School
6095517,Stockard Coffee Elementary School ,Elementary School
6111892,Stroud Elementary School  ,Elementary School
6054936,Summerville Elementary School ,Elementary School
6054936,Summerville Elementary School ,Elementary School
5536750,Summerville High School,High School
5536750,Summerville High School,High School
5536750,Summerville High School,High School
6002877,Sutter Creek Elementary School ,Elementary School
6053110,Sylvan Elementary School ,Elementary School
6053110,Sylvan Elementary School ,Elementary School
712900,Sylvan Union Elementary,Elementary School
6054837,Tenaya Elementary,Elementary School
6012009,Theodore Roosevelt (Burbank),Elementary School
6011886,Thomas Edison (Burbank),Elementary School
6041933,Tully C. Knoles School ,Elementary School
6052849,Tuolumne Elementary School  ,Elementary School
6983878,Turlock Christian Elementary School,Elementary School
6902621,Turlock Christian High School  ,High School
6902621,Turlock Christian High School  ,High School
6902621,Turlock Christian High School  ,High School
6902621,Turlock Christian High School  ,High School
"",Turlock Christian Preschool,Elementary School
0118125,University Charter    ,Elementary School
"",Valley Springs Elementary School,Elementary School
120212,Vanguard College Prep Academy ,Middle School
"",Village Oaks Elementary School,Elementary School
6106488,Villalovoz Elementary School   ,Elementary School
6108435,Virginia Parks Elementary School,Elementary School
6108435,Virginia Parks Elementary School,Elementary School
118927,Walnut Grove Elementary,Elementary School
118927,Walnut Grove Elementary,Elementary School
118927,Walnut Grove Elementary,Elementary School
118927,Walnut Grove Elementary,Elementary School
6052450,Walter White Elementary School  ,Elementary School
5030259,Waterford High School    ,High School
5030259,Waterford High School    ,High School
5030259,Waterford High School    ,High School
5030259,Waterford High School    ,High School
6041990,Waterloo School,Middle School
"",Weaver Middle,Middle School
6025811,Weaver Middle School,Middle School
6003453,West Point Elementary School,Elementary School
6003453,West Point Elementary School,Elementary School
"",West Valley Elementary  ,Elementary School
"",West Valley Elementary  ,Elementary School
"",West Valley Elementary  ,Elementary School
6106322,Weston Elementary,Elementary School
6052468,Westport Elementary School,Elementary School
6120828,Whitmore Charter School,Elementary School
0106484   ,Wicklund Elementary School ,Elementary School
6052872,Wilson Elementary School  ,Elementary School
6052872,Wilson Elementary School  ,Elementary School
6053128,Woodrow Elementary School      ,Elementary School
